X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1498336.213356,567561.490231007,6568,1283096,2024,12,December,20,6,Friday,2205,20241220220501,30,Angle,2,20,Inattention,0, ,35.297813,-80.681408,
1483156.073356,556297.808356002,6569,1214506,2023,6,June,5,2,Monday,100,20230605010200,21,"Rear end, slow or stop",2,30,Alcohol use,0, ,35.266152,-80.731618,
1433981.68773101,510882.798981011,6570,1224843,2023,8,August,29,3,Tuesday,453,20230829045300,14,Pedestrian,2,33,Unable to determine,0,None (no unusual conditions),35.13892,-80.89343,
1415984.48523101,568949.063356012,6571,1282350,2024,12,December,15,1,Sunday,726,20241213072600,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.297478,-80.957448,
1442402.69523101,475485.762106001,6572,1137290,2022,3,March,26,7,Saturday,121,20220326012104,2,Ran off road left,2,11,Crossed centerline/going wrong way,0, ,35.042114,-80.863045,
1438877.65835601,520413.032106012,6573,1216001,2023,6,June,17,7,Saturday,143,20230617014301,2,Ran off road left,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.165357,-80.877659,
1428725.09210601,520495.074606001,6574,1230568,2023,10,October,17,3,Tuesday,239,20231013023902,27,Head on,2,5,Disregarded road markings,0, ,35.16505,-80.911629,
1462516.527731,535794.093981013,6575,1248041,2024,3,March,7,5,Thursday,21,20240307002103,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.208815,-80.799508,
1455742.947106,546172.807106003,6576,1023018,2020,4,April,17,6,Friday,2212,20200417221205,1,Ran off road right,1,30,Alcohol use,0, ,35.236988,-80.822819,
1446306.95585601,560671.390856013,6577,1076117,2020,12,December,15,3,Tuesday,27,20201215002703,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.276338,-80.855322,
1457732.02148101,511092.632106006,6578,1270553,2024,9,September,7,7,Saturday,1147,20240907114701,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.140715,-80.814012,
1477677.01835601,533656.892731011,6579,1134111,2022,2,February,19,7,Saturday,219,20220219021200,3,Ran off road straight ahead,1,6,Exceeded authorized speed limit,0, ,35.203688,-80.748635,
1452091.55335601,512446.598981008,6580,1199505,2023,1,January,20,6,Friday,2036,20230120203602,24,"Left turn, different roadways",1,19,Failed to yield right of way,0, ,35.14415,-80.83296,
1475531.27335601,520020.043356001,6581,1238145,2023,12,December,10,1,Sunday,2124,20231210212410,6,Crossed centerline/median,1,7,Exceeded safe speed for conditions,0, ,35.16612,-80.75501,
1471291.14335601,498932.482106,6582,1278971,2024,11,November,12,3,Tuesday,1713,20241112171300,15,Pedalcyclist,2,20,Inattention,0, ,35.10798,-80.767939,
1412405.01960601,566660.289606005,6583,1056120,2020,10,October,13,3,Tuesday,2200,20201013220002,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.290996,-80.96929,
1424447.73835601,548206.637731001,6584,1176328,2022,10,October,4,3,Tuesday,2322,20221004232202,14,Pedestrian,2,20,Inattention,0, ,35.240951,-80.927739,
1424246.48460601,514029.132106006,6585,1283598,2024,12,December,19,5,Thursday,2017,20241219201703,30,Angle,2,6,Exceeded authorized speed limit,0, ,35.147049,-80.926192,
1445155.14648101,551511.498981014,6586,1197765,2022,11,November,27,1,Sunday,2235,20221127223502,14,Pedestrian,1,35,"Driver distracted by electronic communication device (cell phone, texting, etc.",0, ,35.251115,-80.858606,
1491623.104606,582736.275231004,6587,1069174,2020,5,May,7,5,Thursday,1808,20200507180801,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.339187,-80.704777,
1445992.19023101,471559.122731,6588,1164429,2022,6,June,23,5,Thursday,1724,20220623172400,21,"Rear end, slow or stop",1,8,Failure to reduce speed,0, ,35.031511,-80.85081,
1443369.81148101,571287.180856004,6589,1214206,2023,5,May,29,2,Monday,2133,20230529213300,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.30535,-80.86583,
1464777.01523101,561463.246481001,6590,1234045,2023,11,November,8,4,Wednesday,2113,20231108211300,27,Head on,1,7,Exceeded safe speed for conditions,0, ,35.279446,-80.793494,
1469214.838981,601314.942106009,6591,1118881,2021,9,September,13,2,Monday,128,20210913012800,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.389145,-80.781022,
1480179.977106,556672.747731,6592,1127434,2021,12,December,4,7,Saturday,1358,20211204135803,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.267039,-80.741609,
1438202.009606,505754.207731009,6593,2244261,2021,8,August,3,3,Tuesday,510,20210803051000,14,Pedestrian,1,30,Alcohol use,0, ,35.125051,-80.878991,
1456631.60773101,571815.839606002,6594,1098221,2021,5,May,23,1,Sunday,1308,20210523130801,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.307479,-80.821419,
1444993.665231,546715.420231014,6595,1183885,2022,11,November,29,3,Tuesday,10,20221129001000,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.237931,-80.858846,
1439840.15835601,556473.965856001,6596,1040396,2020,4,April,6,2,Monday,106,20200406010602,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.264473,-80.87672,
1439277.419606,555639.375231013,6597,1076587,2020,11,November,18,4,Wednesday,2153,20201118215300,23,"Left turn, same roadway",2,3,Disregarded other traffic signs,0, ,35.262151,-80.878552,
1468492.48273101,524896.990856007,6598,1256046,2024,5,May,6,2,Monday,2044,20240506204400,14,Pedestrian,1,32,Other*,0, ,35.179174,-80.778851,
1423928.230231,514237.698981002,6599,1276914,2024,10,October,13,1,Sunday,400,20241013040001,2,Ran off road left,2,11,Crossed centerline/going wrong way,0, ,35.147605,-80.92727,
1451609.167106,527266.817106009,6600,1135815,2022,3,March,9,4,Wednesday,2233,20220309223300,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.18484,-80.83549,
1470448.181481,528627.955231011,6601,1240023,2023,12,December,24,1,Sunday,250,20231224025001,30,Angle,2,34,Unknown,0, ,35.18952,-80.77253,
1478368.28148101,542259.522106007,6602,1042344,2020,7,July,22,4,Wednesday,2234,20200722223406,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.227355,-80.746828,
1483214.03085601,556916.330231011,6603,1123287,2021,10,October,25,2,Monday,723,20211025072305,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.267854,-80.73146,
1481514.20210601,565783.676481009,6604,1165049,2022,7,July,3,1,Sunday,1543,20220703154301,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.292133,-80.737674,
1427727.25148101,543822.654606014,6605,1125815,2021,11,November,16,3,Tuesday,1852,20211116185201,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.229082,-80.916474,
1453058.807106,574681.233981013,6606,1203709,2023,3,March,3,6,Friday,1902,20230303190202,30,Angle,2,4,Disregarded traffic signals,0, ,35.31517,-80.83357,
1462139.075856,563458.836481005,6607,1120494,2021,9,September,28,3,Tuesday,615,20210928061500,27,Head on,2,5,Disregarded road markings,0, ,35.284797,-80.802453,
1439604.055231,527849.429606006,6608,1283827,2024,12,December,19,5,Thursday,2054,20241219205403,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.185824,-80.875699,
1455361.494606,544689.570856005,6609,1030124,2020,7,July,2,5,Thursday,1653,20200702165300,14,Pedestrian,2,33,Unable to determine,0, ,35.232894,-80.824005,
1484226.37898101,569584.937731013,6610,1268998,2024,8,August,21,4,Wednesday,355,20240821035500,2,Ran off road left,2,20,Inattention,0, ,35.302706,-80.728808,
1439631.63023101,584756.388981014,6611,1096853,2020,12,December,11,6,Friday,819,20201211081904,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.342158,-80.879212,
1409586.88023101,514989.570231006,6612,1018160,2020,5,May,1,6,Friday,1933,20200501193303,14,Pedestrian,2,0, ,0, ,35.148896,-80.975287,
1481747.36398101,516792.791481003,6613,1031883,2020,7,July,11,7,Saturday,1239,20200711123901,28,"Sideswipe, same direction",2,32,Other*,0, ,35.157554,-80.734025,
1458062.67398101,566695.290856004,6614,1031739,2020,4,April,9,5,Thursday,2110,20200409211000,29,"Sideswipe, opposite direction",1,5,Disregarded road markings,0, ,35.293484,-80.816309,
1413304.997106,530237.475856006,6615,1067591,2020,8,August,6,5,Thursday,655,20200806065501,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.190987,-80.96386,
1466785.64273101,554585.15898101,6616,1142753,2022,5,May,22,1,Sunday,341,20220522034101,29,"Sideswipe, opposite direction",2,12,Improper lane change,0, ,35.26065,-80.78635,
1438889.53648101,515857.269606009,6617,1062760,2020,1,January,21,3,Tuesday,1559,20200121155900,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.152842,-80.877331,
1446226.01835601,561100.25335601,6618,1280629,2024,12,December,2,2,Monday,1557,20241202155701,28,"Sideswipe, same direction",2,0,No contributing circumstance indicated,0, ,35.277512,-80.85562,
1436710.14585601,504801.129606009,6619,1071087,2020,8,August,27,5,Thursday,2251,20200827225104,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.122355,-80.883919,
1420618.83273101,560999.247106001,6620,1173325,2022,9,September,11,1,Sunday,2315,20220911232102,27,Head on,2,7,Exceeded safe speed for conditions,0, ,35.275889,-80.941398,
1463944.602106,566101.563981012,6621,1032440,2020,7,July,6,2,Monday,1132,20200706113200,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.292147,-80.796564,
1478355.64148101,572364.671481013,6622,1105604,2021,6,June,26,7,Saturday,2040,20210626204600,29,"Sideswipe, opposite direction",2,20,Inattention,0, ,35.31006,-80.748646,
1440134.261481,519904.795231014,6623,1282461,2024,12,December,8,1,Sunday,1755,20241208175500,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,0, ,35.164026,-80.873423,
1413223.180231,560351.626481012,6624,1167034,2022,7,July,23,7,Saturday,1124,20220723112404,28,"Sideswipe, same direction",2,33,Unable to determine,0, ,35.27371,-80.96613,
1481135.02335601,547586.891481012,6625,1263699,2024,7,July,17,4,Wednesday,2228,20240717222801,1,Ran off road right,2,20,Inattention,0, ,35.242124,-80.737877,
1480642.539606,558808.978356004,6626,1219987,2023,7,July,20,5,Thursday,1621,20230720162100,27,Head on,2,32,Other*,0, ,35.27293,-80.740185,
1444267.448981,587689.593981013,6627,1107154,2021,6,June,29,3,Tuesday,1403,20210629140301,24,"Left turn, different roadways",2,0, ,0, ,35.350456,-80.863854,
1448495.79773101,563904.838356003,6628,1206657,2023,3,March,31,6,Friday,704,20230331070400,19,Fixed object,1,0,No contributing circumstance indicated,0, ,35.285333,-80.848191,
1438297.980231,557283.97148101,6629,1177469,2022,10,October,14,6,Friday,538,20221014053800,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.266618,-80.881937,
1467462.73835601,502133.844606012,6630,1273891,2024,10,October,9,4,Wednesday,2007,20241009200700,2,Ran off road left,1,32,Other*,0, ,35.116587,-80.78093,
1479491.76523101,543033.657731012,6631,1131747,2022,1,January,23,1,Sunday,1027,20220123102701,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.229536,-80.743112,
1433355.04898101,542075.748981014,6632,1162561,2022,6,June,10,6,Friday,1840,20220610184000,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.22458,-80.89752,
1478519.852731,542471.251481012,6633,1282340,2024,12,December,8,1,Sunday,308,20241208030801,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.227944,-80.746333,
1451447.11085601,572832.017106012,6634,1174729,2022,9,September,22,5,Thursday,652,20220922065200,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.310008,-80.838857,
1446660.010856,533812.58148101,6635,1223324,2023,8,August,16,4,Wednesday,1800,20230816183601,30,Angle,2,2,Disregarded stop sign,0, ,35.20257,-80.85246,
1475996.16210601,552054.808981001,6636,1194090,2022,12,December,13,3,Tuesday,130,20221213013000,2,Ran off road left,1,11,Crossed centerline/going wrong way,0, ,35.25415,-80.75535,
1431893.70835601,554952.635856003,6637,1037770,2020,8,August,7,6,Friday,1813,20200807181300,5,Overturn/rollover,2,33,Unable to determine,0, ,35.259878,-80.903239,
1462632.55398101,564172.071481004,6638,1057320,2020,11,November,11,4,Wednesday,1311,20201111131100,2,Ran off road left,2,31,Drug use,0, ,35.286781,-80.800843,
1476935.20585601,523527.493356004,6639,1007308,2020,3,March,7,7,Saturday,1628,20200307162806,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.175824,-80.75052,
1435491.700856,519540.686481014,6640,1242558,2024,1,January,14,1,Sunday,2240,20240114224001,5,Overturn/rollover,1,6,Exceeded authorized speed limit,0, ,35.162784,-80.888931,
1419836.25273101,579116.145231009,6641,1232561,2023,10,October,28,7,Saturday,47,20231028004702,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.325616,-80.945209,
1463955.635856,553646.492106006,6642,1258689,2024,6,June,3,2,Monday,800,20240603080600,1,Ran off road right,2,34,Unknown,0, ,35.257931,-80.795772,
1471944.91023101,532098.219606012,6643,1224971,2023,8,August,31,5,Thursday,31,20230830003100,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.199127,-80.767728,
1429504.541481,563120.807731003,6644,1244256,2021,4,April,22,5,Thursday,2023,20210422202302,27,Head on,1,30,Alcohol use,0, ,35.282191,-80.911768,
1420825.42398101,556984.468356013,6645,1100136,2020,9,September,11,6,Friday,1953,20200911195302,6,Crossed centerline/median,1,6,Exceeded authorized speed limit,0, ,35.264871,-80.940443,
1464730.18898101,559681.185856014,6646,1006640,2020,3,March,4,4,Wednesday,1624,20200304162400,30,Angle,2,20,Inattention,0, ,35.274548,-80.793543,
1495673.54898101,550718.188356012,6647,1012493,2020,4,April,4,7,Saturday,2309,20200404230901,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.251416,-80.68937,
1444235.83210601,543552.914606005,6648,1177775,2022,10,October,15,7,Saturday,2238,20221015223802,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.229204,-80.861185,
1437329.17523101,547187.192731008,6649,1130208,2022,1,January,4,3,Tuesday,510,20220104051000,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.23883,-80.88454,
1453822.84898101,553004.882106006,6650,1085883,2021,3,March,29,2,Monday,303,20210329030300,1,Ran off road right,2,20,Inattention,0, ,35.25566,-80.82967,
1435708.61023101,568715.537731007,6651,1062761,2020,2,February,15,7,Saturday,1750,20200215175304,5,Overturn/rollover,1,14,Overcorrected/oversteered,0, ,35.297887,-80.89134,
1471572.790231,574730.14335601,6652,1265254,2024,8,August,1,5,Thursday,526,20240801052601,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.316228,-80.77152,
1487560.25023101,581159.204606012,6653,1252447,2024,4,April,12,6,Friday,2100,20240412210301,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.334662,-80.718307,
1471038.89273101,555303.906481013,6654,1176704,2022,10,October,2,1,Sunday,443,20221002044300,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.262834,-80.772147,
1445857.63085601,541842.285856009,6655,1258790,2024,6,June,4,3,Tuesday,219,20240604021902,28,"Sideswipe, same direction",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.224588,-80.855648,
1468694.603356,552319.514606014,6656,1141992,2022,5,May,15,1,Sunday,35,20220515003501,14,Pedestrian,1,32,Other*,0, ,35.25452,-80.77982,
1452050.60023101,559807.084606007,6657,1082377,2020,8,August,20,5,Thursday,735,20200820073500,27,Head on,1,6,Exceeded authorized speed limit,0, ,35.274257,-80.836027,
1444885.49085601,554506.530231014,6658,1276050,2024,10,October,27,1,Sunday,1908,20241027190800,14,Pedestrian,2,30,Alcohol use,0, ,35.259329,-80.859697,
1466716.70148101,561734.028356001,6659,1234409,2023,11,November,12,1,Sunday,233,20231112023300,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.280286,-80.787012,
1413203.05273101,566161.048356012,6660,1122893,2021,10,October,21,5,Thursday,1213,20211021121302,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.289668,-80.966583,
1474777.87960601,564258.156481013,6661,1209182,2023,4,April,20,5,Thursday,356,20230420035601,21,"Rear end, slow or stop",1,29,Operated defective equipment,0, ,35.287616,-80.760155,
1468232.66210601,539551.262731001,6662,1130850,2022,1,January,12,4,Wednesday,318,20220112031802,2,Ran off road left,2,11,Crossed centerline/going wrong way,0, ,35.21942,-80.7806,
1475715.17523101,526347.823356003,6663,1234475,2023,11,November,15,4,Wednesday,1309,20231113094701,28,"Sideswipe, same direction",2,20,Inattention,0, ,35.183513,-80.754769,
1485424.867731,539250.389606014,6664,1133780,2022,2,February,15,3,Tuesday,1717,20220215171703,14,Pedestrian,2,37,Driver distracted by other inside the vehicle,0, ,35.219427,-80.723027,
1463963.11460601,566085.576481014,6665,1184133,2022,12,December,3,7,Saturday,2111,20221203211102,23,"Left turn, same roadway",2,33,Unable to determine,0, ,35.292104,-80.796501,
1474203.17085601,536565.873356014,6666,1118751,2021,9,September,11,7,Saturday,1832,20210911183203,14,Pedestrian,2,20,Inattention,0, ,35.211511,-80.760435,
1486617.981481,531612.309606001,6667,1224724,2023,8,August,28,2,Monday,828,20230828082801,21,"Rear end, slow or stop",2,35,"Driver distracted by electronic communication device (cell phone, texting, etc.",0,None (no unusual conditions),35.1985,-80.71859,
1441371.525231,519526.198981002,6668,1213763,2023,5,May,29,2,Monday,2358,20230529235800,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.16305,-80.86926,
1446679.36710601,571527.648981005,6669,1129684,2021,12,December,29,4,Wednesday,1151,20211229115101,1,Ran off road right,2,32,Other*,0, ,35.306181,-80.854754,
1403950.305856,492715.140856013,6670,1279565,2024,11,November,19,3,Tuesday,543,20241119054301,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.087395,-80.992644,
1474848.542106,534817.422106013,6671,2244270,2023,12,December,31,1,Sunday,8,20231231000802,14,Pedestrian,1,4,Disregarded traffic signals,0, ,35.206739,-80.758171,
1419096.40460601,550674.242106006,6672,1277056,2024,10,October,26,7,Saturday,2011,20241026201101,24,"Left turn, different roadways",1,34,Unknown,0, ,35.247443,-80.94582,
1455733.870856,575523.040231004,6673,1044800,2020,9,September,13,1,Sunday,1620,20200913162002,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.317618,-80.824656,
1482223.025856,555299.989606008,6674,1265618,2024,8,August,4,1,Sunday,1103,20240804110301,1,Ran off road right,2,34,Unknown,0, ,35.263366,-80.734685,
1439289.121481,555595.108356014,6675,1235879,2023,11,November,23,5,Thursday,550,20231123055001,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.26203,-80.87851,
1486558.38085601,523060.502106011,6676,1039997,2020,6,June,27,7,Saturday,1604,20200627160402,48,Median barrier face (non-guardrail),1,6,Exceeded authorized speed limit,0, ,35.175003,-80.718294,
1468291.83460601,550506.714606002,6677,1232085,2023,10,October,24,3,Tuesday,2048,20231024204801,14,Pedestrian,2,34,Unknown,0, ,35.24952,-80.78106,
1442597.78460601,533443.491481006,6678,1267287,2024,8,August,19,2,Monday,2106,20240819210602,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0,None (no unusual conditions),35.201347,-80.866033,
1447062.06710601,520135.575856,6679,1048794,2020,10,October,2,6,Friday,1134,20201002113403,30,Angle,2,4,Disregarded traffic signals,0, ,35.165017,-80.850261,
1481229.03773101,548385.684606001,6680,1260254,2024,6,June,14,6,Friday,1533,20240614153302,17,Animal,2,8,Failure to reduce speed,0, ,35.244323,-80.737609,
1411984.352731,512151.44023101,6681,1087295,2021,3,March,18,5,Thursday,2036,20210318203601,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.14123,-80.96708,
1470743.68648101,537631.348981008,6682,1039601,2020,8,August,9,1,Sunday,2335,20200809233500,23,"Left turn, same roadway",2,11,Crossed centerline/going wrong way,0, ,35.214269,-80.772079,
1464510.93835601,538901.172731012,6683,1205095,2023,3,March,18,7,Saturday,1906,20230318190602,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,0, ,35.21745,-80.79302,
1451438.794606,572817.974606007,6684,1235928,2023,11,November,24,6,Friday,620,20231124062000,14,Pedestrian,2,33,Unable to determine,0, ,35.309969,-80.838884,
1450292.665856,541843.790231004,6685,1264050,2024,7,July,14,1,Sunday,107,20240714010701,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.224819,-80.8408,
1484561.69273101,512930.905231014,6686,1173950,2022,9,September,16,6,Friday,2039,20220916203905,21,"Rear end, slow or stop",2,33,Unable to determine,0, ,35.147079,-80.724386,
1481185.83585601,545917.78398101,6687,1284562,2024,12,December,31,3,Tuesday,2102,20241231210202,28,"Sideswipe, same direction",2,33,Unable to determine,0,None (no unusual conditions),35.237541,-80.737609,
1453394.59210601,545989.977106005,6688,1196347,2022,12,December,31,7,Saturday,1751,20221231175100,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.236367,-80.830671,
1416794.07710601,518793.263356,6689,1183784,2022,9,September,27,3,Tuesday,230,20220927023200,14,Pedestrian,2,6,Exceeded authorized speed limit,0, ,35.159737,-80.951431,
1475641.03085601,525822.063356012,6690,1052979,2020,10,October,7,4,Wednesday,1756,20201007175605,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.182065,-80.754986,
1469088.055231,529334.412731007,6691,1214961,2023,6,June,7,4,Wednesday,1656,20230607165602,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.191394,-80.777124,
1448030.30210601,545096.383981004,6692,1257819,2024,5,May,26,1,Sunday,224,20240526022401,2,Ran off road left,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.233639,-80.848577,
1459646.622731,522160.47210601,6693,1120801,2021,10,October,1,6,Friday,2,20211001000203,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.171217,-80.808283,
1467457.34460601,530227.793356001,6694,1264618,2024,7,July,20,7,Saturday,2140,20240720214001,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.193768,-80.782635,
1433533.34523101,523933.010856003,6695,1020252,2020,5,May,2,7,Saturday,2230,20200502223004,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.174748,-80.895763,
1456593.31960601,529214.217731014,6696,1115471,2021,8,August,1,1,Sunday,227,20210801022703,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.190442,-80.818931,
1456722.63898101,471424.677106008,6697,1133291,2022,2,February,11,6,Friday,243,20220211024300,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.031686,-80.814962,
1457144.14523101,554596.804606006,6698,1126091,2021,11,November,19,6,Friday,837,20211119083701,14,Pedestrian,1,20,Inattention,0, ,35.260201,-80.818644,
1468236.695856,549164.527731001,6699,1012202,2020,4,April,3,6,Friday,1526,20200403152606,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.24583,-80.781164,
1429723.25335601,521214.44085601,6700,1020997,2020,5,May,19,3,Tuesday,1751,20200519175101,1,Ran off road right,2,0,No contributing circumstance indicated,0, ,35.167079,-80.908336,
1488156.71710601,534623.996481001,6701,1243210,2024,1,January,24,4,Wednesday,2113,20240124211300,1,Ran off road right,2,31,Drug use,0, ,35.206847,-80.713614,
1438485.652731,556774.072106004,6702,2244259,2021,7,July,31,7,Saturday,258,20210731025800,14,Pedestrian,1,33,Unable to determine,0, ,35.265227,-80.881276,
1458013.29710601,491710.698356003,6703,1132251,2022,1,January,30,1,Sunday,1918,20220130191800,30,Angle,1,4,Disregarded traffic signals,0, ,35.087482,-80.811888,
1478219.34960601,541994.238356009,6704,1196400,2023,1,January,1,1,Sunday,128,20230101012801,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.226619,-80.747311,
1437092.94460601,538835.819606006,6705,1115467,2021,7,July,31,7,Saturday,46,20210731004602,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.215875,-80.8848,
1433846.339606,537411.392731011,6706,1195853,2022,12,December,27,3,Tuesday,849,20221227083500,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.211792,-80.895577,
1409015.89398101,569704.692106009,6707,1059798,2020,11,November,22,1,Sunday,1741,20201122174103,29,"Sideswipe, opposite direction",2,11,Crossed centerline/going wrong way,0, ,35.299174,-80.980849,
1438196.17835601,510405.937731013,6708,1051718,2020,9,September,6,1,Sunday,426,20200906042600,27,Head on,1,0,No contributing circumstance indicated,0, ,35.13783,-80.879305,
1491159.196481,535513.247106001,6709,1081088,2021,3,March,4,5,Thursday,1805,20210304180502,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,0, ,35.209432,-80.703615,
1404011.59898101,497586.203356013,6710,1289353,2024,11,November,19,3,Tuesday,1923,20241119192301,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.10078,-80.992766,
1429302.94273101,524381.032106012,6711,1098640,2021,5,May,22,7,Saturday,1037,20210522103701,5,Overturn/rollover,2,32,Other*,0, ,35.175756,-80.909946,
1455216.81585601,522584.759606004,6712,1216995,2023,6,June,24,7,Saturday,2220,20230624222300,27,Head on,2,6,Exceeded authorized speed limit,0, ,35.17216,-80.82313,
1465168.12898101,533519.899606004,6713,1256222,2024,5,May,11,7,Saturday,1852,20240511185200,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.202699,-80.790495,
1459838.196481,575043.823981002,6714,1134289,2022,2,February,21,2,Monday,1501,20220221150101,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.316508,-80.81087,
1476160.650856,526308.647106007,6715,1227137,2023,9,September,17,1,Sunday,250,20230917070400,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.183427,-80.753276,
1435022.133356,525474.216481,6716,1206715,2023,3,March,6,2,Monday,1954,20230306195404,19,Fixed object,2,33,Unable to determine,0, ,35.17906,-80.89088,
1489934.025231,529971.33085601,6717,1274706,2024,10,October,11,6,Friday,1928,20241011192800,30,Angle,1,34,Unknown,0, ,35.194149,-80.707397,
1418453.87835601,505633.014606014,6718,1184835,2022,12,December,9,6,Friday,1837,20221209183900,24,"Left turn, different roadways",2,9,Improper turn,0, ,35.123673,-80.945016,
1444287.728981,500075.478356004,6719,1207543,2023,4,April,4,3,Tuesday,2139,20230404213902,27,Head on,1,6,Exceeded authorized speed limit,0, ,35.109765,-80.858286,
1486082.087106,569943.251481012,6720,1005903,2020,2,February,1,7,Saturday,1920,20200201191904,14,Pedestrian,1,20,Inattention,0, ,35.303779,-80.72261,
1451840.44523101,547138.005231008,6721,1256877,2024,5,May,16,5,Thursday,2217,20240516221700,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,0, ,35.239442,-80.835946,
1446591.92273101,559147.775856003,6722,1007664,2020,3,March,8,1,Sunday,2024,20200308202403,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.272167,-80.854272,
1476559.433981,539516.62835601,6723,1033858,2020,7,July,17,6,Friday,1730,20200717221404,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.219732,-80.752722,
1478480.899606,542447.185231,6724,1053759,2020,9,September,25,6,Friday,2154,20200925215400,2,Ran off road left,1,7,Exceeded safe speed for conditions,0, ,35.227876,-80.746462,
